SampleID,ichorCNA
2-ZMG085A,0.01231
11-HMGAAA02,0.0
14-MUGAAA46,0.02887
10-HMGAAA06,0.01115
4-HAGAAA15,0.3245
7-ZMG067B,0.01069
10-HMAA02,0.01045
15-QHAB92,0.01369
5-MDGAAA07,0.135
9-ZXG01,0.01067
4-ZMG001A,0.003965
13-ZMG102B,0.0121
3-QCAA74,0.01113
14-ZMG102C,0.007789
6-ZTKL21A,0.008542
12-ZNAB01B,0.007424
2-HMDAAA08,0.01128
15-ZNAB04B,0.01091
5-ZTKL20A,0.0898
14-ZNAB03B,0.006738
13-ZNAB02B,0.0144
11-ZNAB07A,0.09344
8-ZNAB02A,0.01959
10-ZNAB05A,0.006511
1-MDBAAA11,0.01032
7-ZTKL22A,0.01332
16-ZNAB05B,0.01208
4-ZTKL13B,0.01378
3-ZTKL08B,0.01032
9-ZNAB03A,0.2667
5-MQAAAA18,0.4535
4-MQCAAA03,0.1769
5-ZMC040A,0.01787
7-ZMC057,0.02177
8-ZMG093,0.02178
6-ZMC071A,0.01136
6-MDGAAA16,0.01741
8-ZMC046B,0.01438
3-MQAAAA19,0.3859
12-ZNAB09A,0.0
1-YCAB14,0.01085
15-MDGAAB43,0.0
1-HAAA31,0.09142
4-ZMC006A,0.006669
6-HAGAAA11,0.1814
2-HMAAAA16,0.1093
2-HAAAAA27,0.006357
2-YCAB06,0.4026
3-ZMC005B,0.01157
3-HHAA22,0.3499
7-ZIL105A,0.008167
4-ZTKL10B,0.00952
10-ZNAB06A,0.03266
16-ZMB596A,0.006822
8-ZMC005,0.009836
6-ZTKL12B,0.006343
2-MUAAAA44,0.01012
8-ZIL106A,0.1004
16-MDGAAB45,0.008043
1-ZMB602A,0.0
3-ZTKL09B,0.01072
12-ZMH056A,0.3258
4-HMAA08,0.05268
15-ZMB581A,0.007871
7-ZMC046A,0.01808
4-HAGAAA18,0.6829
13-ZMH056B,0.01131
14-MUGAAA67,0.008218
11-ZMH047D,0.00805
5-ZMC006B,0.007104
1-ZMC031,0.02332
14-ZMH056D,0.04149
11-ZNAB08A,0.01202
9-MDGAAB39,0.008224
1-QCAD47,0.007813
9-ZMH047A,0.09913
13-UHAA49,0.009723
6-ZMC006C,0.01148
5-ZTKL11B,0.01229
10-ZMH047B,0.008121
16-ZMG117B,0.006111
2-ZTKL05B,0.006043
5-HMAAAA27,0.2263
1-ZNAB01A,0.0
8-MDGAAB36,0.01078
7-QCAA48,0.01063
8-QCAE78,0.0
7-MDGAAB74,0.007108
15-KABB22,0.0
7-MLAA82,0.01637
3-KABF79,0.0
2-KABG28,0.00583
3-MDAAAA42,0.01717
7-MDGAAB70,0.01037
2-KABG67,0.01116
3-KABG71,0.008841
8-MDGAAB68,0.01514
6-MDGAAA20,0.006492
12-QHAA72,0.0
16-KABB31,0.007795
6-QHAA48,0.01398
5-QCAB77,0.01968
15-MDGAAB37,0.01711
13-KABD43,0.0
4-KABG84,0.005691
2-KABG46,0.01154
16-MDGAAB13,0.01116
12-KABF19,0.006742
11-MLAA20,0.01002
15-MDGAAB09,0.01546
9-QCAA64,0.01578
11-KABD31,0.009281
6-MDGAAB03,0.01324
1-KABG53,0.0
10-KABF92,0.006725
5-QCAD51,0.01226
1-KABG81,0.01169
14-KABD33,0.009056
5-MDGAAA32,0.01101
14-MDGAAA55,0.01056
10-QHAB01,0.01
11-MDGAAA73,0.01069
14-UCAA44,0.009683
3-KABG73,0.01005
9-MDGAAA68,0.01763
13-UCAA07,0.01082
4-KABG29,0.01067
6-Q3AA11,0.01253
17-MDGAAA90,0.01337
10-MDGAAB14,0.007598
2-UHAA07,0.007681
5-KABG68,0.00898
4-KABG59,0.0
9-MDGAAB48,0.01313
16-MDGAAA41,0.01593
8-QCAA33,0.01102
4-MDGAAA33,0.009493
1-KABG44,0.01062
8-ZMC017A,0.01971
14-HAGAAA04,0.08011
4-ZMC065A,0.006709
10-MQGAAA01,0.4104
11-HMGAAA07,0.115
3-HAGAAA16,0.01156
6-ZMC079A,0.01291
7-ZMG013A,0.008424
1-HAAA34,0.02035
16-HAAAAA17,0.01093
15-HACAAA03,0.02731
12-HAAAAA01,0.1114
5-ZMC072A,0.007565
2-HAAA32,0.009235
9-QCAF79,0.3123
