SampleID,ichorCNA
7-ZTKL12A,0.009531
4-HMAA07,0.01102
4-ZTKL08A,0.03555
7-MUGAAA38,0.5345
5-QHAB28,0.4543
7-QCAA48,0.01063
3-KABF79,0.0
6-MDGAAB03,0.01324
7-MDGAAB70,0.01037
3-KABG71,0.008841
1-ZNAB01A,0.0
3-MDAAAA42,0.01717
2-KABG28,0.00583
8-QCAE78,0.0
6-MDGAAA20,0.006492
12-QHAA72,0.0
8-MDGAAB68,0.01514
2-KABG67,0.01116
10-KABF92,0.006725
15-KABB22,0.0
6-QHAA48,0.01398
13-KABD43,0.0
11-MLAA20,0.01002
9-QCAA64,0.01578
5-QCAB77,0.01968
14-MDGAAA55,0.01056
11-KABD31,0.009281
2-KABG46,0.01154
4-KABG84,0.005691
15-MDGAAB37,0.01711
5-QCAD51,0.01226
4-KABG29,0.01067
1-KABG44,0.01062
1-KABG81,0.01169
17-MDGAAA90,0.01337
11-MDGAAA73,0.01069
8-QCAA33,0.01102
2-UHAA07,0.007681
5-KABG68,0.00898
13-UCAA07,0.01082
9-MDGAAB48,0.01313
4-KABG59,0.0
4-MDGAAA33,0.009493
9-MDGAAA68,0.01763
10-MDGAAB14,0.007598
