SampleID,ichorCNA
9-UCAA46,0.009236
10-ZTKL06A,0.01621
6-MLAA85,0.01328
1-QCAA30,0.01087
4-HMAA07,0.01102
4-ZTKL08A,0.03555
5-QHAB28,0.4543
15-MDGAAB09,0.01546
3-KABF79,0.0
8-MDGAAB36,0.01078
7-MLAA82,0.01637
1-ZNAB01A,0.0
3-MDAAAA42,0.01717
2-KABG28,0.00583
8-QCAE78,0.0
6-MDGAAA20,0.006492
12-QHAA72,0.0
8-MDGAAB68,0.01514
2-KABG67,0.01116
10-KABF92,0.006725
15-KABB22,0.0
7-MDGAAB74,0.007108
6-QHAA48,0.01398
16-KABB31,0.007795
13-KABD43,0.0
14-KABD33,0.009056
14-MDGAAA55,0.01056
11-KABD31,0.009281
16-MDGAAB13,0.01116
15-MDGAAB37,0.01711
5-QCAD51,0.01226
14-UCAA44,0.009683
4-KABG29,0.01067
1-KABG44,0.01062
10-QHAB01,0.01
17-MDGAAA90,0.01337
11-MDGAAA73,0.01069
16-MDGAAA41,0.01593
6-Q3AA11,0.01253
5-KABG68,0.00898
3-KABG73,0.01005
9-MDGAAB48,0.01313
4-KABG59,0.0
9-MDGAAA68,0.01763
10-MDGAAB14,0.007598
